Ser,Estar,rigth sentence,original verb
" personas con discapacidad intelectual, tea y parálisis cerebral y sus familias, recibe a diario quejas de personas que son increpadas e insultadas por ejercer un ​acto permitido"," personas con discapacidad intelectual, tea y parálisis cerebral y sus familias, recibe a diario quejas de personas que están increpadas e insultadas por ejercer un ​acto permitido",[Both],ser
"y para sostenerlo jurídicamente, alude a la convención de la onu sobre derechos de las personas con discapacidad en la que se defiende el respeto a la privacidad, y donde se añade que las personas con discapacidad tienen derecho a ser protegidas de toda injerencia arbitraria en su vida privada","y para sostenerlo jurídicamente, alude a la convención de la onu sobre derechos de las personas con discapacidad en la que se defiende el respeto a la privacidad, y donde se añade que las personas con discapacidad tienen derecho a estar protegidas de toda injerencia arbitraria en su vida privada",[Both],ser
"desde plena inclusión se solicita al defensor del pueblo que emita una recomendación a las autoridades competentes para que dispongan que los servicios policiales intervengan y garanticen paseos sin incidentes, sancionando los hechos si es preciso ya que durante el estado de alarma estos deben asegurar el acceso a esa utilización justificada y excepcional de la vía pública","desde plena inclusión se solicita al defensor del pueblo que emita una recomendación a las autoridades competentes para que dispongan que los servicios policiales intervengan y garanticen paseos sin incidentes, sancionando los hechos si está preciso ya que durante el estado de alarma estos deben asegurar el acceso a esa utilización justificada y excepcional de la vía pública",['Ser'],ser
"el fracaso escolar es una constante en el sistema educativo español que afecta injustamente y con una mayor incidencia a niños y niñas provenientes de familias con menos recursos, determinados grupos étnicos y niños y niñas con discapacidad","el fracaso escolar está una constante en el sistema educativo español que afecta injustamente y con una mayor incidencia a niños y niñas provenientes de familias con menos recursos, determinados grupos étnicos y niños y niñas con discapacidad",['Ser'],ser
"en este momento, varias organizaciones nos hemos unido para alzar nuestra voz y demandar un pacto de estado por la educación en el que la equidad educativa sea la prioridad","en este momento, varias organizaciones nos hemos unido para alzar nuestra voz y demandar un pacto de estado por la educación en el que la equidad educativa esté la prioridad",['Ser'],ser
"este nuevo encuentro fue organizado junto a plena inclusión castilla y león y a un grupo de hermanos/as coordinadas por la entidad asprodes salamanca, con la colaboración de la universidad salmantina, que incluyó el evento dentro de los actos oficinales de su octavo centenario","este nuevo encuentro estuvo organizado junto a plena inclusión castilla y león y a un grupo de hermanos / as coordinadas por la entidad asprodes salamanca, con la colaboración de la universidad salmantina, que incluyó el evento dentro de los actos oficinales de su octavo centenario",[Both],ser
el domingo por la mañana fue el momento de compartir estas conclusiones y explicar una serie de buenas experiencias que diversos grupos de hermanos/as y entidades han puesto en práctica en los últimos años,el domingo por la mañana estuvo el momento de compartir estas conclusiones y explicar una serie de buenas experiencias que diversos grupos de hermanos / as y entidades han puesto en práctica en los últimos años,['Ser'],ser
"además, la responsable de educación de plena inclusión españa, amalia san román, realizó una dinámica con el fin de que las personas asistentes pensaran en si realmente algunas cosas que hacemos para incluir a las personas con discapacidad intelectual o del desarrollo son adecuadas","además, la responsable de educación de plena inclusión españa, amalia san román, realizó una dinámica con el fin de que las personas asistentes pensaran en si realmente algunas cosas que hacemos para incluir a las personas con discapacidad intelectual o del desarrollo están adecuadas",['Ser'],ser
"según la definición de consenso elaborada por el propio cermi, la accesibilidad cognitiva es la “característica de los entornos, procesos, actividades, bienes, productos, servicios, objetos o instrumentos, herramientas y dispositivos que permiten la fácil comprensión y la comunicación”","según la definición de consenso elaborada por el propio cermi, la accesibilidad cognitiva está la “ característica de los entornos, procesos, actividades, bienes, productos, servicios, objetos o instrumentos, herramientas y dispositivos que permiten la fácil comprensión y la comunicación ”",['Ser'],ser
" personas con discapacidad intelectual en nuestro país, sino que también es útil para otras 480"," personas con discapacidad intelectual en nuestro país, sino que también está útil para otras 480",['Ser'],ser
"la propia organización mundial de la salud señala que 1 de cada 3 personas en el mundo pueden beneficiarse de este derecho ciudadano que facilita el acceso a otros derechos como son los de la educación, la información, la sanidad, etc","la propia organización mundial de la salud señala que 1 de cada 3 personas en el mundo pueden beneficiarse de este derecho ciudadano que facilita el acceso a otros derechos como están los de la educación, la información, la sanidad, etc",['Ser'],ser
el objetivo será compartir todo ello desde diferentes puntos de vista y perspectivas,el objetivo estará compartir todo ello desde diferentes puntos de vista y perspectivas,['Ser'],ser
la inscripción al encuentro es libre y se puede realizar a través de la web: http://www,la inscripción al encuentro está libre y se puede realizar a través de la web : http://www,[Both],ser
"a través de la captación de denuncias, quejas y reclamaciones de la ciudadanía y las asociaciones y entidades de personas con discapacidad y sus familias, se llama la atención sobre el horizonte temporal que establece la ley general de derechos de las personas con discapacidad y de su inclusión social, el 4 de diciembre de 2017, para que todos los productos, bienes, entornos y servicios sean accesibles, con arreglo a las condiciones básicas de no discriminación y accesibilidad universal","a través de la captación de denuncias, quejas y reclamaciones de la ciudadanía y las asociaciones y entidades de personas con discapacidad y sus familias, se llama la atención sobre el horizonte temporal que establece la ley general de derechos de las personas con discapacidad y de su inclusión social, el 4 de diciembre de 2017, para que todos los productos, bienes, entornos y servicios estén accesibles, con arreglo a las condiciones básicas de no discriminación y accesibilidad universal",['Estar'],ser
"con la ley general de derechos de las personas con discapacidad y de su inclusión social como marco legislativo aplicable, esta iniciativa se alinea con la guía de autodefensa de cermi, para identificar y cambiar de forma eficaz las situaciones que ocasionan limitaciones, restricciones y perjuicios solamente por el hecho de ser una persona con discapacidad","con la ley general de derechos de las personas con discapacidad y de su inclusión social como marco legislativo aplicable, esta iniciativa se alinea con la guía de autodefensa de cermi, para identificar y cambiar de forma eficaz las situaciones que ocasionan limitaciones, restricciones y perjuicios solamente por el hecho de estar una persona con discapacidad",['Ser'],ser
